istaigos_kodas;gydytojo_ID;data_nuo;data_iki;iraso_sukurimo_data
224245280;4;2019-03-28;2019-03-28;2019-03-28 13:20
224245280;19;2019-03-28;2019-03-28;2019-03-28 13:20
224245280;264;2019-03-29;2019-04-04;2019-03-28 13:20
