124246043;100084;2019-04-07 03:00:04.860
124246043;111359;2019-04-07 03:00:04.860
124246043;111364;2019-04-07 03:00:04.860
124246043;111379;2019-04-07 03:00:04.860
124246043;111386;2019-04-07 03:00:04.860
124246043;111388;2019-04-07 03:00:04.860
124246043;111391;2019-04-07 03:00:04.860
124246043;111402;2019-04-07 03:00:04.860
124246043;111413;2019-04-07 03:00:04.860
124246043;118015;2019-04-07 03:00:04.860
124246043;119101;2019-04-07 03:00:04.860
124246043;201504;2019-04-07 03:00:04.860
124246043;204011;2019-04-07 03:00:04.860
124246043;208716;2019-04-07 03:00:04.860
124246043;208996;2019-04-07 03:00:04.860
124246043;250045;2019-04-07 03:00:04.860
124246043;250050;2019-04-07 03:00:04.860
124246043;250051;2019-04-07 03:00:04.860
124246043;250052;2019-04-07 03:00:04.860
124246043;250055;2019-04-07 03:00:04.860
124246043;250065;2019-04-07 03:00:04.860
