istaigos_kodas;gydytojo_ID;data_nuo;data_iki;iraso_sukurimo_data
124243990;16;2019-03-13;2019-03-22;2019-03-13 10:04
124243990;20;2019-03-13;2019-03-15;2019-03-13 10:04
