Įstaigos_kodas;Gydytojo_ID;Laisvos_registracijos_data;Įrašo_sukūrimo_data
125873515;1919;2019-04-17 18:45;2019-03-29 03:23:04
125873515;1919;2019-04-17 19:00;2019-03-29 03:23:04
125873515;1919;2019-04-17 19:15;2019-03-29 03:23:04
125873515;1919;2019-04-17 19:30;2019-03-29 03:23:04
125873515;1919;2019-04-17 19:45;2019-03-29 03:23:04
125873515;1919;2019-04-18 07:00;2019-03-29 03:23:04
125873515;1919;2019-04-18 07:15;2019-03-29 03:23:04
125873515;1919;2019-04-18 07:30;2019-03-29 03:23:04
125873515;1919;2019-04-18 09:30;2019-03-29 03:23:04
125873515;1919;2019-04-18 11:50;2019-03-29 03:23:04
125873515;1919;2019-04-18 12:05;2019-03-29 03:23:04
125873515;1919;2019-04-18 12:20;2019-03-29 03:23:04
125873515;1919;2019-04-18 12:35;2019-03-29 03:23:04
125873515;1919;2019-04-18 12:50;2019-03-29 03:23:04
125873515;1919;2019-04-18 13:05;2019-03-29 03:23:04
125873515;1919;2019-04-18 13:20;2019-03-29 03:23:04
125873515;1919;2019-04-19 07:00;2019-03-29 03:23:04
125873515;1919;2019-04-19 07:15;2019-03-29 03:23:04
125873515;1919;2019-04-19 07:30;2019-03-29 03:23:04
125873515;1919;2019-04-19 08:15;2019-03-29 03:23:04
125873515;1919;2019-04-19 08:30;2019-03-29 03:23:04
125873515;1919;2019-04-19 09:15;2019-03-29 03:23:04
125873515;1919;2019-04-19 09:30;2019-03-29 03:23:04
125873515;1919;2019-04-19 11:50;2019-03-29 03:23:04
125873515;1919;2019-04-19 12:05;2019-03-29 03:23:04
125873515;1919;2019-04-19 12:20;2019-03-29 03:23:04
125873515;1919;2019-04-19 12:35;2019-03-29 03:23:04
125873515;1919;2019-04-19 12:50;2019-03-29 03:23:04
125873515;1919;2019-04-19 13:05;2019-03-29 03:23:04
125873515;1919;2019-04-19 13:20;2019-03-29 03:23:04
125873515;1919;2019-04-25 13:35;2019-03-29 03:23:04
125873515;1919;2019-04-25 13:50;2019-03-29 03:23:04
125873515;1919;2019-04-25 14:35;2019-03-29 03:23:04
125873515;1919;2019-04-25 18:15;2019-03-29 03:23:04
125873515;1919;2019-04-25 18:30;2019-03-29 03:23:04
125873515;1919;2019-04-25 18:45;2019-03-29 03:23:04
125873515;1919;2019-04-25 19:00;2019-03-29 03:23:04
125873515;1919;2019-04-25 19:15;2019-03-29 03:23:04
125873515;1919;2019-04-25 19:30;2019-03-29 03:23:04
125873515;1919;2019-04-26 07:15;2019-03-29 03:23:04
125873515;1919;2019-04-26 07:30;2019-03-29 03:23:04
125873515;1919;2019-04-26 08:15;2019-03-29 03:23:04
125873515;1919;2019-04-26 09:15;2019-03-29 03:23:04
125873515;1919;2019-04-26 09:30;2019-03-29 03:23:04
125873515;1919;2019-04-26 12:20;2019-03-29 03:23:04
125873515;1919;2019-04-26 12:35;2019-03-29 03:23:04
125873515;1919;2019-04-26 12:50;2019-03-29 03:23:04
125873515;1919;2019-04-26 13:05;2019-03-29 03:23:04
125873515;1919;2019-04-26 13:20;2019-03-29 03:23:04
125873515;1920;2019-04-02 18:45;2019-03-29 03:23:04
125873515;1920;2019-04-02 19:00;2019-03-29 03:23:04
125873515;1920;2019-04-03 11:35;2019-03-29 03:23:04
125873515;1920;2019-04-03 11:50;2019-03-29 03:23:04
125873515;1920;2019-04-03 12:05;2019-03-29 03:23:04
125873515;1920;2019-04-03 12:20;2019-03-29 03:23:04
125873515;1920;2019-04-03 12:35;2019-03-29 03:23:04
125873515;1920;2019-04-03 12:50;2019-03-29 03:23:04
125873515;1920;2019-04-03 13:05;2019-03-29 03:23:04
125873515;1920;2019-04-03 13:20;2019-03-29 03:23:04
125873515;1920;2019-04-03 13:45;2019-03-29 03:23:04
125873515;1920;2019-04-03 14:00;2019-03-29 03:23:04
125873515;1920;2019-04-04 12:55;2019-03-29 03:23:04
125873515;1920;2019-04-04 13:10;2019-03-29 03:23:04
125873515;1920;2019-04-04 13:35;2019-03-29 03:23:04
125873515;1920;2019-04-04 14:35;2019-03-29 03:23:04
125873515;1920;2019-04-04 15:20;2019-03-29 03:23:04
125873515;1920;2019-04-04 16:05;2019-03-29 03:23:04
125873515;1920;2019-04-04 17:30;2019-03-29 03:23:04
125873515;1920;2019-04-04 18:15;2019-03-29 03:23:04
125873515;1920;2019-04-04 18:30;2019-03-29 03:23:04
125873515;1920;2019-04-04 18:45;2019-03-29 03:23:04
125873515;1920;2019-04-04 19:00;2019-03-29 03:23:04
125873515;1920;2019-04-04 19:15;2019-03-29 03:23:04
125873515;1920;2019-04-05 07:00;2019-03-29 03:23:04
125873515;1920;2019-04-05 07:15;2019-03-29 03:23:04
125873515;1920;2019-04-05 08:30;2019-03-29 03:23:04
125873515;1920;2019-04-05 09:15;2019-03-29 03:23:04
125873515;1920;2019-04-05 11:35;2019-03-29 03:23:04
125873515;1920;2019-04-05 11:50;2019-03-29 03:23:04
125873515;1920;2019-04-05 12:05;2019-03-29 03:23:04
125873515;1920;2019-04-05 12:20;2019-03-29 03:23:04
125873515;1920;2019-04-05 12:35;2019-03-29 03:23:04
125873515;1920;2019-04-08 12:15;2019-03-29 03:23:04
125873515;1920;2019-04-08 12:55;2019-03-29 03:23:04
125873515;1920;2019-04-08 13:10;2019-03-29 03:23:04
125873515;1920;2019-04-08 13:35;2019-03-29 03:23:04
125873515;1920;2019-04-08 13:50;2019-03-29 03:23:04
125873515;1920;2019-04-08 14:35;2019-03-29 03:23:04
125873515;1920;2019-04-08 15:20;2019-03-29 03:23:04
125873515;1920;2019-04-08 16:05;2019-03-29 03:23:04
125873515;1920;2019-04-08 17:15;2019-03-29 03:23:04
125873515;1920;2019-04-08 17:30;2019-03-29 03:23:04
125873515;1920;2019-04-08 18:15;2019-03-29 03:23:04
125873515;1920;2019-04-08 18:30;2019-03-29 03:23:04
125873515;1920;2019-04-08 18:45;2019-03-29 03:23:04
125873515;1920;2019-04-08 19:00;2019-03-29 03:23:04
125873515;1920;2019-04-08 19:15;2019-03-29 03:23:04
125873515;1920;2019-04-08 19:30;2019-03-29 03:23:04
125873515;1920;2019-04-09 07:15;2019-03-29 03:23:04
125873515;1920;2019-04-09 09:15;2019-03-29 03:23:04
125873515;1920;2019-04-09 09:30;2019-03-29 03:23:04
125873515;1920;2019-04-09 11:35;2019-03-29 03:23:04
125873515;1920;2019-04-09 11:50;2019-03-29 03:23:04
125873515;1920;2019-04-09 12:05;2019-03-29 03:23:04
125873515;1920;2019-04-09 12:20;2019-03-29 03:23:04
125873515;1920;2019-04-09 12:35;2019-03-29 03:23:04
125873515;1920;2019-04-09 14:00;2019-03-29 03:23:04
125873515;1920;2019-04-09 14:25;2019-03-29 03:23:04
125873515;1920;2019-04-09 14:40;2019-03-29 03:23:04
125873515;1920;2019-04-10 12:55;2019-03-29 03:23:04
125873515;1920;2019-04-10 13:10;2019-03-29 03:23:04
125873515;1920;2019-04-10 13:35;2019-03-29 03:23:04
125873515;1920;2019-04-10 13:50;2019-03-29 03:23:04
125873515;1920;2019-04-10 14:35;2019-03-29 03:23:04
125873515;1920;2019-04-10 15:20;2019-03-29 03:23:04
125873515;1920;2019-04-10 16:05;2019-03-29 03:23:04
125873515;1920;2019-04-10 17:15;2019-03-29 03:23:04
125873515;1920;2019-04-10 18:00;2019-03-29 03:23:04
125873515;1920;2019-04-10 18:15;2019-03-29 03:23:04
125873515;1920;2019-04-10 18:30;2019-03-29 03:23:04
125873515;1920;2019-04-10 18:45;2019-03-29 03:23:04
125873515;1920;2019-04-10 19:00;2019-03-29 03:23:04
125873515;1920;2019-04-10 19:15;2019-03-29 03:23:04
125873515;1920;2019-04-10 19:30;2019-03-29 03:23:04
125873515;1920;2019-04-10 19:45;2019-03-29 03:23:04
125873515;1920;2019-04-11 07:00;2019-03-29 03:23:04
125873515;1920;2019-04-11 07:15;2019-03-29 03:23:04
125873515;1920;2019-04-11 08:15;2019-03-29 03:23:04
125873515;1920;2019-04-11 09:30;2019-03-29 03:23:04
125873515;1920;2019-04-11 11:35;2019-03-29 03:23:04
125873515;1920;2019-04-11 11:50;2019-03-29 03:23:04
125873515;1920;2019-04-11 12:20;2019-03-29 03:23:04
125873515;1920;2019-04-11 12:35;2019-03-29 03:23:04
125873515;1920;2019-04-11 12:50;2019-03-29 03:23:04
125873515;1920;2019-04-11 13:05;2019-03-29 03:23:04
125873515;1920;2019-04-11 13:45;2019-03-29 03:23:04
125873515;1920;2019-04-11 14:00;2019-03-29 03:23:04
125873515;1920;2019-04-11 14:25;2019-03-29 03:23:04
125873515;1920;2019-04-11 14:40;2019-03-29 03:23:04
125873515;1920;2019-04-12 12:15;2019-03-29 03:23:04
125873515;1920;2019-04-12 12:30;2019-03-29 03:23:04
125873515;1920;2019-04-12 12:55;2019-03-29 03:23:04
125873515;1920;2019-04-12 13:10;2019-03-29 03:23:04
125873515;1920;2019-04-12 13:35;2019-03-29 03:23:04
125873515;1920;2019-04-12 13:50;2019-03-29 03:23:04
125873515;1920;2019-04-12 14:35;2019-03-29 03:23:04
125873515;1920;2019-04-12 15:20;2019-03-29 03:23:04
125873515;1920;2019-04-12 16:05;2019-03-29 03:23:04
