Įstaigos_kodas;Gydytojo_ID;Laisvos_registracijos_data;Įrašo_sukūrimo_data
302692454;10000225;2019-03-26 14:30;2019-03-13 10:50:49
302692454;10000225;2019-03-26 14:45;2019-03-13 10:50:49
302692454;10000225;2019-03-26 15:00;2019-03-13 10:50:49
302692454;10000225;2019-03-27 10:50;2019-03-13 10:50:49
302692454;10000225;2019-03-27 11:05;2019-03-13 10:50:49
302692454;10000225;2019-03-27 11:20;2019-03-13 10:50:49
302692454;10000225;2019-03-27 11:35;2019-03-13 10:50:49
302692454;10000225;2019-03-27 11:50;2019-03-13 10:50:49
302692454;10000225;2019-03-27 12:05;2019-03-13 10:50:49
302692454;10000225;2019-03-27 12:20;2019-03-13 10:50:49
302692454;10000225;2019-03-27 12:50;2019-03-13 10:50:49
302692454;10000225;2019-03-27 14:55;2019-03-13 10:50:49
302692454;10000225;2019-03-27 15:10;2019-03-13 10:50:49
302692454;10000225;2019-03-27 15:25;2019-03-13 10:50:49
302692454;10000225;2019-03-27 15:40;2019-03-13 10:50:49
302692454;10000225;2019-03-27 16:10;2019-03-13 10:50:49
302692454;10000225;2019-03-27 16:40;2019-03-13 10:50:49
302692454;10000225;2019-03-27 16:55;2019-03-13 10:50:49
302692454;10000225;2019-03-27 17:10;2019-03-13 10:50:49
302692454;10000225;2019-03-27 17:25;2019-03-13 10:50:49
302692454;10000225;2019-03-27 17:40;2019-03-13 10:50:49
302692454;10000225;2019-03-27 17:55;2019-03-13 10:50:49
302692454;10000225;2019-03-27 18:10;2019-03-13 10:50:49
302692454;10000225;2019-03-27 18:25;2019-03-13 10:50:49
302692454;10000225;2019-03-27 18:40;2019-03-13 10:50:49
302692454;10000225;2019-03-27 18:50;2019-03-13 10:50:49
302692454;10000225;2019-03-28 07:05;2019-03-13 10:50:49
302692454;10000225;2019-03-28 07:20;2019-03-13 10:50:49
302692454;10000225;2019-03-28 07:35;2019-03-13 10:50:49
302692454;10000225;2019-03-28 07:50;2019-03-13 10:50:49
302692454;10000225;2019-03-28 08:35;2019-03-13 10:50:49
302692454;10000225;2019-03-28 08:50;2019-03-13 10:50:49
302692454;10000225;2019-03-28 09:00;2019-03-13 10:50:49
302692454;10000225;2019-03-28 09:10;2019-03-13 10:50:49
302692454;10000225;2019-03-28 09:40;2019-03-13 10:50:49
302692454;10000225;2019-03-28 09:55;2019-03-13 10:50:49
302692454;10000225;2019-03-28 10:25;2019-03-13 10:50:49
302692454;10000225;2019-03-28 10:40;2019-03-13 10:50:49
302692454;10000225;2019-03-28 10:55;2019-03-13 10:50:49
302692454;10000225;2019-03-28 11:10;2019-03-13 10:50:49
302692454;10000225;2019-03-28 11:25;2019-03-13 10:50:49
302692454;10000225;2019-03-28 11:40;2019-03-13 10:50:49
302692454;10000225;2019-03-28 11:55;2019-03-13 10:50:49
302692454;10000225;2019-03-28 12:55;2019-03-13 10:50:49
302692454;10000225;2019-03-28 13:10;2019-03-13 10:50:49
302692454;10000225;2019-03-28 13:20;2019-03-13 10:50:49
302692454;10000225;2019-03-28 13:30;2019-03-13 10:50:49
302692454;10000225;2019-03-28 13:45;2019-03-13 10:50:49
302692454;10000225;2019-03-28 14:00;2019-03-13 10:50:49
302692454;10000225;2019-03-28 14:15;2019-03-13 10:50:49
302692454;10000225;2019-03-28 14:30;2019-03-13 10:50:49
302692454;10000225;2019-03-28 14:45;2019-03-13 10:50:49
302692454;10000225;2019-03-28 15:00;2019-03-13 10:50:49
302692454;10000225;2019-03-29 10:50;2019-03-13 10:50:49
302692454;10000225;2019-03-29 11:05;2019-03-13 10:50:49
302692454;10000225;2019-03-29 11:20;2019-03-13 10:50:49
302692454;10000225;2019-03-29 11:35;2019-03-13 10:50:49
302692454;10000225;2019-03-29 11:50;2019-03-13 10:50:49
302692454;10000225;2019-03-29 12:05;2019-03-13 10:50:49
302692454;10000225;2019-03-29 12:20;2019-03-13 10:50:49
302692454;10000225;2019-03-29 13:20;2019-03-13 10:50:49
302692454;10000225;2019-03-29 13:35;2019-03-13 10:50:49
302692454;10000225;2019-03-29 13:50;2019-03-13 10:50:49
302692454;10000225;2019-03-29 14:05;2019-03-13 10:50:49
302692454;10000225;2019-03-29 14:20;2019-03-13 10:50:49
302692454;10000225;2019-03-29 14:30;2019-03-13 10:50:49
302692454;10000225;2019-03-29 14:40;2019-03-13 10:50:49
302692454;10000225;2019-03-29 14:55;2019-03-13 10:50:49
302692454;10000225;2019-03-29 15:40;2019-03-13 10:50:49
302692454;10000225;2019-03-29 15:55;2019-03-13 10:50:49
302692454;10000225;2019-03-29 16:10;2019-03-13 10:50:49
302692454;10000225;2019-03-29 16:25;2019-03-13 10:50:49
302692454;10000225;2019-03-29 16:40;2019-03-13 10:50:49
302692454;10000225;2019-03-29 16:55;2019-03-13 10:50:49
302692454;10000225;2019-03-29 17:25;2019-03-13 10:50:49
302692454;10000225;2019-03-29 17:40;2019-03-13 10:50:49
302692454;10000225;2019-03-29 17:55;2019-03-13 10:50:49
302692454;10000225;2019-03-29 18:10;2019-03-13 10:50:49
302692454;10000225;2019-03-29 18:25;2019-03-13 10:50:49
302692454;10000225;2019-03-29 18:40;2019-03-13 10:50:49
302692454;10000225;2019-03-29 18:50;2019-03-13 10:50:49
302692454;10000260;2019-03-14 14:05;2019-03-13 10:50:49
302692454;10000260;2019-03-14 14:40;2019-03-13 10:50:49
302692454;10000260;2019-03-14 14:55;2019-03-13 10:50:49
302692454;10000260;2019-03-15 08:35;2019-03-13 10:50:49
302692454;10000260;2019-03-15 09:10;2019-03-13 10:50:49
302692454;10000260;2019-03-18 14:05;2019-03-13 10:50:49
302692454;10000260;2019-03-18 14:40;2019-03-13 10:50:49
302692454;10000260;2019-03-18 14:55;2019-03-13 10:50:49
